language,problem_id,category,title,core,input_size,trial,elapsed_ns,iterations,checksum
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,18,29570,174,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",2048,19,28426,180,1599507760919737250
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,0,341526,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,1,333693,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,2,339953,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,3,376266,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,4,346340,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,5,377066,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,6,341500,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,7,350140,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,8,376526,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,9,337093,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,10,416808,12,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,11,340653,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,12,329683,18,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,13,359486,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,14,417141,12,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,15,367193,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,16,340666,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,17,371180,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,18,333640,15,772131168549518281
go,3,"Array","977 Squares of Sorted Array","two pointers",8192,19,421241,12,772131168549518281
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,0,1497,3429,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,1,1374,4047,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,2,1393,3597,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,3,1392,3888,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,4,1359,4053,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,5,1380,3630,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,6,1472,3411,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,7,1390,4239,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,8,1381,3633,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,9,1383,3756,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,10,1343,3804,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,11,1356,3720,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,12,1395,3606,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,13,1376,3981,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,14,1389,3915,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,15,1448,3546,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,16,1362,3747,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,17,1396,3681,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,18,1407,3645,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",512,19,1372,3816,184
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,0,5458,936,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,1,5494,936,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,2,5685,903,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,3,5833,909,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,4,5395,957,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,5,5624,909,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,6,5346,957,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,7,5376,1044,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,8,5351,936,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,9,5398,927,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,10,5576,906,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,11,5377,933,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,12,5517,921,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,13,5517,933,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,14,5466,936,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,15,5841,879,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,16,5510,921,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,17,5444,984,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,18,6104,840,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",2048,19,5637,912,766
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,0,22139,228,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,1,22501,237,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,2,21553,240,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,3,21575,237,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,4,21665,237,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,5,22207,240,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,6,23466,219,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,7,22166,231,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,8,21199,237,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,9,21651,246,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,10,21317,240,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,11,21028,282,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,12,21126,237,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,13,21124,237,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,14,21822,234,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,15,21665,231,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,16,20593,243,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,17,21765,255,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,18,21385,234,3048
go,4,"Array","209 Minimum Size Subarray Sum","sliding window",8192,19,21386,234,3048
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,0,953,5286,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,1,950,5283,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,2,950,5361,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,3,1073,4992,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,4,994,5151,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,5,1070,4794,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,6,1003,5124,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,7,969,5163,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,8,947,5280,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,9,971,5175,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,10,1007,5163,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,11,950,5373,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,12,949,5886,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,13,967,5175,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,14,975,5142,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,15,957,5229,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,16,995,5073,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,17,951,5790,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,18,1083,4800,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",512,19,1202,4320,9181995464018558168
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,0,4054,1266,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,1,4074,1266,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,2,3831,1440,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,3,3833,1380,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,4,3867,1335,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,5,3920,1305,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,6,3783,1350,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,7,3885,1449,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,8,3879,1323,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,9,4026,1260,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,10,3755,1368,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,11,3794,1476,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,12,3805,1317,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,13,4308,1182,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,14,4305,1224,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,15,4678,1098,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,16,4369,1185,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,17,3942,1341,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,18,3788,1350,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",2048,19,3806,1350,3698576558787717240
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,0,15755,342,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,1,14941,342,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,2,15449,333,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,3,15133,339,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,4,15864,348,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,5,14927,360,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,6,14706,348,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,7,14662,348,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,8,14961,393,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,9,14526,345,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,10,15202,360,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,11,15299,336,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,12,15269,336,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,13,14948,345,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,14,15216,339,6739382312237969123
go,5,"Array/Matrix","59 Spiral Matrix II","simulation",8192,15,14550,351,6739382312237969123
